Epoch	Train	Validation
epoch: 1, step: 4468, time: 1894.3, train: 11.658, valid: 9.532, train_acc: 0.239, valid_acc: 0.301
epoch: 2, step: 8936, time: 1893.7, train: 8.763, valid: 7.935, train_acc: 0.327, valid_acc: 0.357
epoch: 3, step: 13404, time: 1894.7, train: 7.940, valid: 7.521, train_acc: 0.357, valid_acc: 0.372
epoch: 4, step: 17872, time: 1893.4, train: 7.619, valid: 7.289, train_acc: 0.369, valid_acc: 0.382
epoch: 5, step: 22340, time: 1894.7, train: 7.403, valid: 7.105, train_acc: 0.378, valid_acc: 0.389
epoch: 6, step: 26808, time: 1895.8, train: 7.252, valid: 7.024, train_acc: 0.384, valid_acc: 0.392
epoch: 7, step: 31276, time: 1897.6, train: 7.149, valid: 6.955, train_acc: 0.389, valid_acc: 0.396
epoch: 8, step: 35744, time: 1895.0, train: 7.073, valid: 6.906, train_acc: 0.392, valid_acc: 0.397
epoch: 9, step: 40212, time: 1902.4, train: 6.985, valid: 6.775, train_acc: 0.396, valid_acc: 0.403
epoch: 10, step: 44680, time: 1896.1, train: 6.917, valid: 6.747, train_acc: 0.399, valid_acc: 0.404
epoch: 11, step: 49148, time: 1895.4, train: 6.859, valid: 6.735, train_acc: 0.401, valid_acc: 0.407
epoch: 12, step: 53616, time: 1894.8, train: 6.808, valid: 6.693, train_acc: 0.404, valid_acc: 0.407
epoch: 13, step: 58084, time: 1898.1, train: 6.767, valid: 6.639, train_acc: 0.405, valid_acc: 0.410
epoch: 14, step: 62552, time: 1894.7, train: 6.713, valid: 6.593, train_acc: 0.408, valid_acc: 0.412
epoch: 15, step: 67020, time: 1895.5, train: 6.679, valid: 6.556, train_acc: 0.409, valid_acc: 0.414
epoch: 16, step: 71488, time: 1894.4, train: 6.655, valid: 6.577, train_acc: 0.410, valid_acc: 0.413
epoch: 17, step: 75956, time: 1895.5, train: 6.624, valid: 6.569, train_acc: 0.412, valid_acc: 0.414
epoch: 18, step: 80424, time: 1892.6, train: 6.600, valid: 6.487, train_acc: 0.413, valid_acc: 0.417
epoch: 19, step: 84892, time: 1894.1, train: 6.556, valid: 6.497, train_acc: 0.415, valid_acc: 0.416
epoch: 20, step: 89360, time: 1892.1, train: 6.530, valid: 6.466, train_acc: 0.416, valid_acc: 0.418
epoch: 21, step: 93828, time: 1893.6, train: 6.512, valid: 6.457, train_acc: 0.417, valid_acc: 0.418
epoch: 22, step: 98296, time: 1892.3, train: 6.488, valid: 6.438, train_acc: 0.418, valid_acc: 0.419
epoch: 23, step: 102764, time: 1894.2, train: 6.477, valid: 6.416, train_acc: 0.419, valid_acc: 0.420
epoch: 24, step: 107232, time: 1893.1, train: 6.455, valid: 6.422, train_acc: 0.420, valid_acc: 0.420
epoch: 25, step: 111700, time: 1894.1, train: 6.429, valid: 6.394, train_acc: 0.421, valid_acc: 0.421
epoch: 26, step: 116168, time: 1892.2, train: 6.417, valid: 6.376, train_acc: 0.422, valid_acc: 0.422
epoch: 27, step: 120636, time: 1893.4, train: 6.408, valid: 6.379, train_acc: 0.422, valid_acc: 0.422
epoch: 28, step: 125104, time: 1892.1, train: 6.382, valid: 6.355, train_acc: 0.423, valid_acc: 0.423
epoch: 29, step: 129572, time: 1894.3, train: 6.363, valid: 6.384, train_acc: 0.424, valid_acc: 0.421
epoch: 30, step: 134040, time: 1891.2, train: 6.352, valid: 6.358, train_acc: 0.425, valid_acc: 0.423
epoch: 31, step: 138508, time: 1901.8, train: 6.342, valid: 6.356, train_acc: 0.425, valid_acc: 0.423
epoch: 32, step: 142976, time: 1908.2, train: 6.328, valid: 6.345, train_acc: 0.426, valid_acc: 0.423
epoch: 33, step: 147444, time: 1907.6, train: 6.317, valid: 6.312, train_acc: 0.427, valid_acc: 0.425
epoch: 34, step: 151912, time: 1906.0, train: 6.299, valid: 6.316, train_acc: 0.427, valid_acc: 0.424
epoch: 35, step: 156380, time: 1905.2, train: 6.301, valid: 6.314, train_acc: 0.427, valid_acc: 0.424
epoch: 36, step: 160848, time: 1904.1, train: 6.279, valid: 6.302, train_acc: 0.428, valid_acc: 0.425
epoch: 37, step: 165316, time: 1903.6, train: 6.277, valid: 6.297, train_acc: 0.429, valid_acc: 0.426
epoch: 38, step: 169784, time: 1900.1, train: 6.269, valid: 6.332, train_acc: 0.429, valid_acc: 0.424
epoch: 39, step: 174252, time: 1899.8, train: 6.254, valid: 6.313, train_acc: 0.430, valid_acc: 0.424
epoch: 40, step: 178720, time: 1898.1, train: 6.241, valid: 6.263, train_acc: 0.430, valid_acc: 0.427
epoch: 41, step: 183188, time: 1900.3, train: 6.229, valid: 6.272, train_acc: 0.431, valid_acc: 0.427
epoch: 42, step: 187656, time: 1900.7, train: 6.224, valid: 6.264, train_acc: 0.431, valid_acc: 0.427
epoch: 43, step: 192124, time: 1898.2, train: 6.214, valid: 6.251, train_acc: 0.432, valid_acc: 0.428
epoch: 44, step: 196592, time: 1894.8, train: 6.206, valid: 6.262, train_acc: 0.432, valid_acc: 0.427
epoch: 45, step: 201060, time: 1896.7, train: 6.197, valid: 6.236, train_acc: 0.432, valid_acc: 0.430
