Epoch	Train	Validation
epoch: 1, step: 4475, time: 1671.6, train: 11.614, valid: 9.482, train_acc: 0.240, valid_acc: 0.301
epoch: 2, step: 8950, time: 1664.3, train: 8.706, valid: 7.915, train_acc: 0.330, valid_acc: 0.356
epoch: 3, step: 13425, time: 1665.6, train: 7.903, valid: 7.501, train_acc: 0.359, valid_acc: 0.373
epoch: 4, step: 17900, time: 1663.5, train: 7.583, valid: 7.263, train_acc: 0.371, valid_acc: 0.381
epoch: 5, step: 22375, time: 1664.5, train: 7.376, valid: 7.135, train_acc: 0.379, valid_acc: 0.388
epoch: 6, step: 26850, time: 1663.0, train: 7.222, valid: 7.001, train_acc: 0.385, valid_acc: 0.393
epoch: 7, step: 31325, time: 1664.6, train: 7.117, valid: 6.966, train_acc: 0.390, valid_acc: 0.395
epoch: 8, step: 35800, time: 1663.2, train: 7.020, valid: 6.861, train_acc: 0.394, valid_acc: 0.399
epoch: 9, step: 40275, time: 1664.1, train: 6.946, valid: 6.772, train_acc: 0.397, valid_acc: 0.404
epoch: 10, step: 44750, time: 1662.2, train: 6.874, valid: 6.696, train_acc: 0.400, valid_acc: 0.407
epoch: 11, step: 49225, time: 1663.8, train: 6.817, valid: 6.606, train_acc: 0.403, valid_acc: 0.411
epoch: 12, step: 53700, time: 1661.9, train: 6.749, valid: 6.608, train_acc: 0.406, valid_acc: 0.411
epoch: 13, step: 58175, time: 1663.2, train: 6.696, valid: 6.586, train_acc: 0.409, valid_acc: 0.412
epoch: 14, step: 62650, time: 1660.8, train: 6.653, valid: 6.516, train_acc: 0.410, valid_acc: 0.415
epoch: 15, step: 67125, time: 1661.9, train: 6.623, valid: 6.508, train_acc: 0.412, valid_acc: 0.415
epoch: 16, step: 71600, time: 1660.2, train: 6.599, valid: 6.473, train_acc: 0.413, valid_acc: 0.417
epoch: 17, step: 76075, time: 1661.6, train: 6.558, valid: 6.493, train_acc: 0.415, valid_acc: 0.416
epoch: 18, step: 80550, time: 1659.9, train: 6.534, valid: 6.458, train_acc: 0.416, valid_acc: 0.418
epoch: 19, step: 85025, time: 1660.9, train: 6.517, valid: 6.412, train_acc: 0.417, valid_acc: 0.420
epoch: 20, step: 89500, time: 1658.7, train: 6.475, valid: 6.401, train_acc: 0.419, valid_acc: 0.420
epoch: 21, step: 93975, time: 1660.1, train: 6.449, valid: 6.409, train_acc: 0.420, valid_acc: 0.421
epoch: 22, step: 98450, time: 1658.7, train: 6.424, valid: 6.389, train_acc: 0.421, valid_acc: 0.421
epoch: 23, step: 102925, time: 1660.6, train: 6.403, valid: 6.374, train_acc: 0.422, valid_acc: 0.422
epoch: 24, step: 107400, time: 1659.1, train: 6.389, valid: 6.366, train_acc: 0.423, valid_acc: 0.423
epoch: 25, step: 111875, time: 1660.6, train: 6.376, valid: 6.343, train_acc: 0.424, valid_acc: 0.423
epoch: 26, step: 116350, time: 1658.9, train: 6.358, valid: 6.323, train_acc: 0.424, valid_acc: 0.424
epoch: 27, step: 120825, time: 1660.1, train: 6.334, valid: 6.300, train_acc: 0.426, valid_acc: 0.426
epoch: 28, step: 125300, time: 1658.8, train: 6.319, valid: 6.296, train_acc: 0.426, valid_acc: 0.426
epoch: 29, step: 129775, time: 1660.6, train: 6.311, valid: 6.315, train_acc: 0.427, valid_acc: 0.426
epoch: 30, step: 134250, time: 1658.3, train: 6.298, valid: 6.313, train_acc: 0.427, valid_acc: 0.425
epoch: 31, step: 138725, time: 1660.3, train: 6.284, valid: 6.275, train_acc: 0.428, valid_acc: 0.426
epoch: 32, step: 143200, time: 1659.0, train: 6.265, valid: 6.276, train_acc: 0.429, valid_acc: 0.427
epoch: 33, step: 147675, time: 1660.7, train: 6.253, valid: 6.282, train_acc: 0.430, valid_acc: 0.426
epoch: 34, step: 152150, time: 1659.3, train: 6.246, valid: 6.246, train_acc: 0.430, valid_acc: 0.428
epoch: 35, step: 156625, time: 1660.8, train: 6.234, valid: 6.255, train_acc: 0.431, valid_acc: 0.428
epoch: 36, step: 161100, time: 1659.4, train: 6.223, valid: 6.222, train_acc: 0.431, valid_acc: 0.430
epoch: 37, step: 165575, time: 1661.3, train: 6.207, valid: 6.253, train_acc: 0.432, valid_acc: 0.428
epoch: 38, step: 170050, time: 1659.4, train: 6.197, valid: 6.230, train_acc: 0.432, valid_acc: 0.430
epoch: 39, step: 174525, time: 1661.0, train: 6.195, valid: 6.191, train_acc: 0.433, valid_acc: 0.431
epoch: 40, step: 179000, time: 1659.6, train: 6.176, valid: 6.197, train_acc: 0.434, valid_acc: 0.431
epoch: 41, step: 183475, time: 1661.4, train: 6.169, valid: 6.239, train_acc: 0.434, valid_acc: 0.429
epoch: 42, step: 187950, time: 1659.7, train: 6.162, valid: 6.192, train_acc: 0.434, valid_acc: 0.431
epoch: 43, step: 192425, time: 1661.3, train: 6.152, valid: 6.200, train_acc: 0.435, valid_acc: 0.430
