Epoch	Train	Validation
epoch: 1, step: 1490, time: 665.1, train: 13.822, valid: 11.558, train_acc: 0.185, valid_acc: 0.238
epoch: 2, step: 2980, time: 558.8, train: 10.584, valid: 9.676, train_acc: 0.268, valid_acc: 0.294
epoch: 3, step: 4466, time: 585.4, train: 9.538, valid: 8.845, train_acc: 0.301, valid_acc: 0.327
epoch: 4, step: 5952, time: 574.9, train: 8.709, valid: 8.198, train_acc: 0.330, valid_acc: 0.346
epoch: 5, step: 7439, time: 662.2, train: 8.303, valid: 7.867, train_acc: 0.344, valid_acc: 0.360
epoch: 6, step: 8926, time: 581.6, train: 8.014, valid: 7.610, train_acc: 0.355, valid_acc: 0.369
epoch: 7, step: 10416, time: 729.5, train: 7.855, valid: 7.459, train_acc: 0.361, valid_acc: 0.375
epoch: 8, step: 11906, time: 584.2, train: 7.685, valid: 7.419, train_acc: 0.367, valid_acc: 0.376
epoch: 9, step: 13397, time: 726.8, train: 7.585, valid: 7.446, train_acc: 0.371, valid_acc: 0.376
epoch: 10, step: 14888, time: 585.1, train: 7.469, valid: 7.235, train_acc: 0.376, valid_acc: 0.384
epoch: 11, step: 16379, time: 695.0, train: 7.412, valid: 7.147, train_acc: 0.378, valid_acc: 0.388
epoch: 12, step: 17870, time: 581.5, train: 7.315, valid: 7.153, train_acc: 0.382, valid_acc: 0.388
epoch: 13, step: 19364, time: 716.8, train: 7.271, valid: 7.034, train_acc: 0.384, valid_acc: 0.392
epoch: 14, step: 20858, time: 581.4, train: 7.189, valid: 7.047, train_acc: 0.387, valid_acc: 0.391
epoch: 15, step: 22345, time: 731.0, train: 7.162, valid: 6.940, train_acc: 0.388, valid_acc: 0.398
epoch: 16, step: 23832, time: 583.8, train: 7.091, valid: 6.865, train_acc: 0.391, valid_acc: 0.400
epoch: 17, step: 25334, time: 702.3, train: 7.093, valid: 6.916, train_acc: 0.391, valid_acc: 0.398
epoch: 18, step: 26836, time: 588.9, train: 7.029, valid: 6.819, train_acc: 0.394, valid_acc: 0.402
epoch: 19, step: 28320, time: 709.5, train: 6.988, valid: 6.844, train_acc: 0.396, valid_acc: 0.400
epoch: 20, step: 29804, time: 581.1, train: 6.927, valid: 6.772, train_acc: 0.398, valid_acc: 0.404
epoch: 21, step: 31288, time: 720.9, train: 6.934, valid: 6.641, train_acc: 0.398, valid_acc: 0.410
epoch: 22, step: 32772, time: 586.2, train: 6.876, valid: 6.711, train_acc: 0.401, valid_acc: 0.407
epoch: 23, step: 34265, time: 709.3, train: 6.872, valid: 6.636, train_acc: 0.401, valid_acc: 0.410
epoch: 24, step: 35758, time: 583.2, train: 6.822, valid: 6.650, train_acc: 0.403, valid_acc: 0.410
epoch: 25, step: 37253, time: 747.8, train: 6.829, valid: 6.644, train_acc: 0.403, valid_acc: 0.409
epoch: 26, step: 38748, time: 585.5, train: 6.781, valid: 6.610, train_acc: 0.405, valid_acc: 0.411
epoch: 27, step: 40240, time: 703.5, train: 6.774, valid: 6.604, train_acc: 0.405, valid_acc: 0.411
epoch: 28, step: 41732, time: 586.9, train: 6.731, valid: 6.590, train_acc: 0.407, valid_acc: 0.413
epoch: 29, step: 43219, time: 699.8, train: 6.741, valid: 6.607, train_acc: 0.407, valid_acc: 0.411
epoch: 30, step: 44706, time: 588.2, train: 6.698, valid: 6.608, train_acc: 0.409, valid_acc: 0.412
epoch: 31, step: 46190, time: 735.4, train: 6.709, valid: 6.531, train_acc: 0.408, valid_acc: 0.415
epoch: 32, step: 47674, time: 577.0, train: 6.668, valid: 6.554, train_acc: 0.410, valid_acc: 0.414
epoch: 33, step: 49168, time: 690.7, train: 6.661, valid: 6.558, train_acc: 0.410, valid_acc: 0.413
epoch: 34, step: 50662, time: 589.2, train: 6.620, valid: 6.532, train_acc: 0.412, valid_acc: 0.415
epoch: 35, step: 52160, time: 728.3, train: 6.627, valid: 6.516, train_acc: 0.412, valid_acc: 0.416
epoch: 36, step: 53658, time: 585.2, train: 6.590, valid: 6.458, train_acc: 0.413, valid_acc: 0.418
epoch: 37, step: 55152, time: 729.2, train: 6.596, valid: 6.416, train_acc: 0.413, valid_acc: 0.420
epoch: 38, step: 56646, time: 585.2, train: 6.561, valid: 6.412, train_acc: 0.415, valid_acc: 0.419
epoch: 39, step: 58150, time: 720.2, train: 6.573, valid: 6.414, train_acc: 0.414, valid_acc: 0.420
epoch: 40, step: 59654, time: 589.1, train: 6.541, valid: 6.420, train_acc: 0.416, valid_acc: 0.420
epoch: 41, step: 61150, time: 716.8, train: 6.548, valid: 6.419, train_acc: 0.416, valid_acc: 0.420
epoch: 42, step: 62646, time: 586.7, train: 6.511, valid: 6.391, train_acc: 0.417, valid_acc: 0.421
epoch: 43, step: 64136, time: 707.4, train: 6.518, valid: 6.423, train_acc: 0.417, valid_acc: 0.419
epoch: 44, step: 65626, time: 585.5, train: 6.484, valid: 6.452, train_acc: 0.419, valid_acc: 0.419
epoch: 45, step: 67116, time: 699.9, train: 6.500, valid: 6.360, train_acc: 0.418, valid_acc: 0.423
epoch: 46, step: 68606, time: 583.7, train: 6.464, valid: 6.348, train_acc: 0.419, valid_acc: 0.423
epoch: 47, step: 70094, time: 716.3, train: 6.483, valid: 6.350, train_acc: 0.418, valid_acc: 0.423
epoch: 48, step: 71582, time: 585.0, train: 6.454, valid: 6.343, train_acc: 0.420, valid_acc: 0.424
epoch: 49, step: 73071, time: 706.1, train: 6.463, valid: 6.353, train_acc: 0.420, valid_acc: 0.422
epoch: 50, step: 74560, time: 581.6, train: 6.427, valid: 6.338, train_acc: 0.421, valid_acc: 0.423
epoch: 51, step: 76058, time: 720.8, train: 6.441, valid: 6.331, train_acc: 0.421, valid_acc: 0.423
epoch: 52, step: 77556, time: 581.8, train: 6.410, valid: 6.332, train_acc: 0.422, valid_acc: 0.424
epoch: 53, step: 79056, time: 697.5, train: 6.415, valid: 6.365, train_acc: 0.422, valid_acc: 0.423
epoch: 54, step: 80556, time: 587.8, train: 6.382, valid: 6.357, train_acc: 0.424, valid_acc: 0.422
epoch: 55, step: 82036, time: 728.0, train: 6.399, valid: 6.350, train_acc: 0.423, valid_acc: 0.423
epoch: 56, step: 83516, time: 594.8, train: 6.372, valid: 6.337, train_acc: 0.424, valid_acc: 0.424
epoch: 57, step: 85000, time: 737.1, train: 6.401, valid: 6.353, train_acc: 0.422, valid_acc: 0.423
epoch: 58, step: 86484, time: 592.5, train: 6.367, valid: 6.318, train_acc: 0.424, valid_acc: 0.425
epoch: 59, step: 87970, time: 710.5, train: 6.367, valid: 6.284, train_acc: 0.424, valid_acc: 0.427
epoch: 60, step: 89456, time: 578.1, train: 6.338, valid: 6.273, train_acc: 0.426, valid_acc: 0.427
epoch: 61, step: 90946, time: 711.8, train: 6.355, valid: 6.291, train_acc: 0.425, valid_acc: 0.427
