Epoch	Train	Validation
epoch: 1, step: 1492, time: 833.9, train: 14.036, valid: 11.405, train_acc: 0.184, valid_acc: 0.244
epoch: 2, step: 2984, time: 622.7, train: 10.641, valid: 9.612, train_acc: 0.266, valid_acc: 0.297
epoch: 3, step: 4472, time: 640.5, train: 9.533, valid: 8.789, train_acc: 0.302, valid_acc: 0.326
epoch: 4, step: 5960, time: 613.5, train: 8.746, valid: 8.182, train_acc: 0.329, valid_acc: 0.348
epoch: 5, step: 7455, time: 680.5, train: 8.357, valid: 7.832, train_acc: 0.342, valid_acc: 0.360
epoch: 6, step: 8950, time: 612.3, train: 8.070, valid: 7.642, train_acc: 0.352, valid_acc: 0.367
epoch: 7, step: 10441, time: 734.2, train: 7.919, valid: 7.535, train_acc: 0.358, valid_acc: 0.373
epoch: 8, step: 11932, time: 616.7, train: 7.749, valid: 7.423, train_acc: 0.364, valid_acc: 0.376
epoch: 9, step: 13415, time: 725.8, train: 7.626, valid: 7.381, train_acc: 0.370, valid_acc: 0.379
epoch: 10, step: 14898, time: 614.0, train: 7.505, valid: 7.312, train_acc: 0.374, valid_acc: 0.381
epoch: 11, step: 16391, time: 724.4, train: 7.475, valid: 7.172, train_acc: 0.375, valid_acc: 0.387
epoch: 12, step: 17884, time: 616.3, train: 7.374, valid: 7.206, train_acc: 0.379, valid_acc: 0.387
epoch: 13, step: 19378, time: 727.7, train: 7.335, valid: 7.102, train_acc: 0.381, valid_acc: 0.389
epoch: 14, step: 20872, time: 613.0, train: 7.251, valid: 7.060, train_acc: 0.385, valid_acc: 0.391
epoch: 15, step: 22370, time: 734.7, train: 7.216, valid: 6.997, train_acc: 0.386, valid_acc: 0.393
epoch: 16, step: 23868, time: 628.6, train: 7.138, valid: 6.934, train_acc: 0.390, valid_acc: 0.396
epoch: 17, step: 25357, time: 714.5, train: 7.101, valid: 6.889, train_acc: 0.391, valid_acc: 0.399
epoch: 18, step: 26846, time: 615.0, train: 7.039, valid: 6.887, train_acc: 0.393, valid_acc: 0.397
epoch: 19, step: 28334, time: 756.9, train: 7.042, valid: 6.858, train_acc: 0.393, valid_acc: 0.400
epoch: 20, step: 29822, time: 618.2, train: 6.979, valid: 6.811, train_acc: 0.396, valid_acc: 0.401
epoch: 21, step: 31316, time: 735.8, train: 6.973, valid: 6.811, train_acc: 0.396, valid_acc: 0.403
epoch: 22, step: 32810, time: 619.8, train: 6.919, valid: 6.737, train_acc: 0.399, valid_acc: 0.406
epoch: 23, step: 34305, time: 708.7, train: 6.903, valid: 6.725, train_acc: 0.400, valid_acc: 0.405
epoch: 24, step: 35800, time: 620.7, train: 6.856, valid: 6.710, train_acc: 0.402, valid_acc: 0.406
epoch: 25, step: 37289, time: 740.6, train: 6.851, valid: 6.672, train_acc: 0.402, valid_acc: 0.409
epoch: 26, step: 38778, time: 617.0, train: 6.808, valid: 6.758, train_acc: 0.404, valid_acc: 0.405
epoch: 27, step: 40264, time: 767.9, train: 6.823, valid: 6.618, train_acc: 0.403, valid_acc: 0.411
epoch: 28, step: 41750, time: 623.4, train: 6.773, valid: 6.638, train_acc: 0.405, valid_acc: 0.410
epoch: 29, step: 43257, time: 739.5, train: 6.778, valid: 6.574, train_acc: 0.405, valid_acc: 0.412
epoch: 30, step: 44764, time: 625.9, train: 6.733, valid: 6.547, train_acc: 0.407, valid_acc: 0.413
epoch: 31, step: 46265, time: 736.1, train: 6.741, valid: 6.560, train_acc: 0.407, valid_acc: 0.413
epoch: 32, step: 47766, time: 629.6, train: 6.699, valid: 6.533, train_acc: 0.409, valid_acc: 0.414
epoch: 33, step: 49261, time: 708.5, train: 6.701, valid: 6.559, train_acc: 0.409, valid_acc: 0.412
epoch: 34, step: 50756, time: 613.4, train: 6.660, valid: 6.550, train_acc: 0.411, valid_acc: 0.412
epoch: 35, step: 52251, time: 722.9, train: 6.660, valid: 6.565, train_acc: 0.411, valid_acc: 0.414
epoch: 36, step: 53746, time: 617.5, train: 6.619, valid: 6.524, train_acc: 0.412, valid_acc: 0.414
epoch: 37, step: 55240, time: 708.4, train: 6.634, valid: 6.520, train_acc: 0.412, valid_acc: 0.415
epoch: 38, step: 56734, time: 632.0, train: 6.597, valid: 6.522, train_acc: 0.413, valid_acc: 0.415
epoch: 39, step: 58223, time: 716.6, train: 6.608, valid: 6.510, train_acc: 0.413, valid_acc: 0.416
epoch: 40, step: 59712, time: 612.0, train: 6.580, valid: 6.475, train_acc: 0.414, valid_acc: 0.417
epoch: 41, step: 61201, time: 725.1, train: 6.602, valid: 6.493, train_acc: 0.413, valid_acc: 0.416
epoch: 42, step: 62690, time: 619.0, train: 6.568, valid: 6.487, train_acc: 0.415, valid_acc: 0.417
epoch: 43, step: 64176, time: 733.7, train: 6.571, valid: 6.419, train_acc: 0.414, valid_acc: 0.420
epoch: 44, step: 65662, time: 618.7, train: 6.533, valid: 6.444, train_acc: 0.416, valid_acc: 0.418
epoch: 45, step: 67158, time: 740.3, train: 6.554, valid: 6.483, train_acc: 0.415, valid_acc: 0.417
epoch: 46, step: 68654, time: 615.5, train: 6.519, valid: 6.466, train_acc: 0.417, valid_acc: 0.418
epoch: 47, step: 70147, time: 710.8, train: 6.513, valid: 6.398, train_acc: 0.417, valid_acc: 0.422
epoch: 48, step: 71640, time: 614.6, train: 6.479, valid: 6.399, train_acc: 0.419, valid_acc: 0.420
epoch: 49, step: 73131, time: 728.8, train: 6.501, valid: 6.386, train_acc: 0.418, valid_acc: 0.421
epoch: 50, step: 74622, time: 618.2, train: 6.467, valid: 6.407, train_acc: 0.420, valid_acc: 0.420
epoch: 51, step: 76109, time: 726.5, train: 6.481, valid: 6.372, train_acc: 0.419, valid_acc: 0.422
epoch: 52, step: 77596, time: 617.0, train: 6.450, valid: 6.406, train_acc: 0.420, valid_acc: 0.421
epoch: 53, step: 79089, time: 711.2, train: 6.460, valid: 6.344, train_acc: 0.420, valid_acc: 0.424
epoch: 54, step: 80582, time: 612.1, train: 6.427, valid: 6.386, train_acc: 0.422, valid_acc: 0.421
epoch: 55, step: 82073, time: 631.6, train: 6.448, valid: 6.349, train_acc: 0.421, valid_acc: 0.423
epoch: 56, step: 83564, time: 727.4, train: 6.414, valid: 6.371, train_acc: 0.422, valid_acc: 0.423
epoch: 57, step: 85060, time: 731.4, train: 6.446, valid: 6.327, train_acc: 0.421, valid_acc: 0.425
epoch: 58, step: 86556, time: 621.1, train: 6.417, valid: 6.356, train_acc: 0.422, valid_acc: 0.424
